프로젝트,모블록번호,블록번호,stage,기능,a2,모듈,취부장_total,취부장_butt,취부장_fillet,용접장_total,용접장_butt,용접장_fillet,작업량,작업량_단위,심출_계량,취부_계량,용접_계량,사상_계량,기타_계량,total_계량,심출_기준,취부_기준,용접_기준,사상_기준,기타_기준,total_기준,원본파일명
SN1409,R47AC,R477K,40,D,HR477KSF0400,KEJTQT,469.3,349.0,120.3,368.7,102.9,265.8,68,TON,52.14,104.28,255.96,47.4,14.22,474,41.71,83.42,204.77,37.92,11.38,379.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477K,40,D,HR477KSF0400,ZPGEO,535.0,382.2,152.8,622.6,379.9,242.7,38,TON,101.75,203.5,499.5,92.5,27.75,925,81.4,162.8,399.6,74.0,22.2,740.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,30,D,HR474MSF0300,ZPGEO,733.8,394.1,339.7,878.9,442.0,436.9,72,TON,101.53,203.06,498.42,92.3,27.69,923,81.22,162.45,398.74,73.84,22.15,738.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,30,D,HR474MSF0300,DUWVAW,293.9,86.1,207.8,255.2,155.8,99.4,87,TON,52.47,104.94,257.58,47.7,14.31,477,41.98,83.95,206.06,38.16,11.45,381.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,30,D,HR474MSF0300,KFVCYQE,662.8,283.8,379.0,519.4,426.1,93.3,61,EA,37.29,74.58,183.06,33.9,10.17,339,29.83,59.66,146.45,27.12,8.14,271.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,30,D,HR474MSF0300,GDHWM,725.1,297.8,427.3,475.2,181.2,294.0,9,LOT,83.93,167.86,412.02,76.3,22.89,763,67.14,134.29,329.62,61.04,18.31,610.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,40,D,HR474MSF0400,GDHWM,600.2,428.5,171.7,335.9,247.0,88.9,18,LOT,71.5,143.0,351.0,65.0,19.5,650,57.2,114.4,280.8,52.0,15.6,520.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,40,D,HR474MSF0400,ZPGEO,549.7,231.5,318.2,775.7,347.3,428.4,76,M,58.19,116.38,285.66,52.9,15.87,529,46.55,93.1,228.53,42.32,12.7,423.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,40,D,HR474MSF0400,DUWVAW,716.2,404.2,312.0,679.8,383.5,296.3,5,TON,42.46,84.92,208.44,38.6,11.58,386,33.97,67.94,166.75,30.88,9.26,308.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,40,D,HR474MSF0400,KFVCYQE,364.8,136.9,227.9,339.5,144.4,195.1,48,TON,88.22,176.44,433.08,80.2,24.06,802,70.58,141.15,346.46,64.16,19.25,641.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474M,40,D,HR474MSF0400,KEJTQT,234.6,74.2,160.4,866.9,437.3,429.6,59,EA,103.73,207.46,509.22,94.3,28.29,943,82.98,165.97,407.38,75.44,22.63,754.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,30,D,HR474DSF0300,KEJTQT,810.3,445.5,364.8,514.0,132.1,381.9,27,M,73.37,146.74,360.18,66.7,20.01,667,58.7,117.39,288.14,53.36,16.01,533.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,30,D,HR474DSF0300,DUWVAW,518.4,375.2,143.2,725.2,359.7,365.5,1,TON,78.1,156.2,383.4,71.0,21.3,710,62.48,124.96,306.72,56.8,17.04,568.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,30,D,HR474DSF0300,ZPGEO,501.3,393.4,107.9,252.3,102.0,150.3,15,EA,30.58,61.16,150.12,27.8,8.34,278,24.46,48.93,120.1,22.24,6.67,222.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,30,D,HR474DSF0300,KFVCYQE,296.0,102.7,193.3,650.9,365.4,285.5,23,TON,12.76,25.52,62.64,11.6,3.48,116,10.21,20.42,50.11,9.28,2.78,92.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,30,D,HR474DSF0300,GDHWM,417.7,71.0,346.7,608.7,260.4,348.3,58,TON,64.57,129.14,316.98,58.7,17.61,587,51.66,103.31,253.58,46.96,14.09,469.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,40,D,HR474DSF0400,KFVCYQE,754.4,340.9,413.5,484.3,313.6,170.7,4,EA,83.38,166.76,409.32,75.8,22.74,758,66.7,133.41,327.46,60.64,18.19,606.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,40,D,HR474DSF0400,DUWVAW,838.3,449.4,388.9,313.7,220.5,93.2,57,EA,91.19,182.38,447.66,82.9,24.87,829,72.95,145.9,358.13,66.32,19.9,663.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,40,D,HR474DSF0400,KEJTQT,588.5,409.7,178.8,209.8,109.3,100.5,82,TON,81.29,162.58,399.06,73.9,22.17,739,65.03,130.06,319.25,59.12,17.74,591.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,40,D,HR474DSF0400,ZPGEO,491.4,202.4,289.0,420.2,168.0,252.2,13,EA,59.4,118.8,291.6,54.0,16.2,540,47.52,95.04,233.28,43.2,12.96,432.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R474D,40,D,HR474DSF0400,GDHWM,701.5,391.1,310.4,695.9,357.6,338.3,56,LOT,35.2,70.4,172.8,32.0,9.6,320,28.16,56.32,138.24,25.6,7.68,256.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,30,D,HR471PSF0300,ZPGEO,304.4,216.4,88.0,536.7,220.7,316.0,20,LOT,53.13,106.26,260.82,48.3,14.49,483,42.5,85.01,208.66,38.64,11.59,386.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,30,D,HR471PSF0300,GDHWM,459.6,76.9,382.7,175.9,87.3,88.6,48,M,94.16,188.32,462.24,85.6,25.68,856,75.33,150.66,369.79,68.48,20.54,684.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,30,D,HR471PSF0300,KEJTQT,557.1,272.5,284.6,456.5,274.6,181.9,53,TON,24.75,49.5,121.5,22.5,6.75,225,19.8,39.6,97.2,18.0,5.4,180.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,30,D,HR471PSF0300,KFVCYQE,825.9,399.4,426.5,635.5,219.2,416.3,37,TON,16.72,33.44,82.08,15.2,4.56,152,13.38,26.75,65.66,12.16,3.65,121.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,40,D,HR471PSF0400,DUWVAW,578.9,388.9,190.0,368.5,272.5,96.0,74,M,42.35,84.7,207.9,38.5,11.55,385,33.88,67.76,166.32,30.8,9.24,308.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,40,D,HR471PSF0400,KEJTQT,761.0,372.9,388.1,817.2,439.8,377.4,87,EA,80.08,160.16,393.12,72.8,21.84,728,64.06,128.13,314.5,58.24,17.47,582.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,40,D,HR471PSF0400,KFVCYQE,606.7,293.6,313.1,389.0,327.4,61.6,90,TON,41.69,83.38,204.66,37.9,11.37,379,33.35,66.7,163.73,30.32,9.1,303.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,40,D,HR471PSF0400,ZPGEO,609.0,418.6,190.4,229.9,122.6,107.3,52,EA,85.03,170.06,417.42,77.3,23.19,773,68.02,136.05,333.94,61.84,18.55,618.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R471P,40,D,HR471PSF0400,GDHWM,410.0,106.7,303.3,410.7,62.3,348.4,49,LOT,35.2,70.4,172.8,32.0,9.6,320,28.16,56.32,138.24,25.6,7.68,256.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,30,D,HR477DSF0300,GDHWM,637.7,360.7,277.0,155.0,84.0,71.0,97,EA,28.71,57.42,140.94,26.1,7.83,261,22.97,45.94,112.75,20.88,6.26,208.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,30,D,HR477DSF0300,KEJTQT,478.4,319.6,158.8,559.1,314.8,244.3,54,TON,60.72,121.44,298.08,55.2,16.56,552,48.58,97.15,238.46,44.16,13.25,441.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,30,D,HR477DSF0300,ZPGEO,391.1,136.2,254.9,282.5,188.1,94.4,87,LOT,87.34,174.68,428.76,79.4,23.82,794,69.87,139.74,343.01,63.52,19.06,635.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,30,D,HR477DSF0300,KFVCYQE,434.2,260.8,173.4,582.0,138.2,443.8,1,M,17.16,34.32,84.24,15.6,4.68,156,13.73,27.46,67.39,12.48,3.74,124.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,30,D,HR477DSF0300,DUWVAW,305.1,170.6,134.5,257.1,104.9,152.2,16,EA,47.85,95.7,234.9,43.5,13.05,435,38.28,76.56,187.92,34.8,10.44,348.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,40,D,HR477DSF0400,ZPGEO,633.4,250.1,383.3,451.3,372.5,78.8,95,EA,108.02,216.04,530.28,98.2,29.46,982,86.42,172.83,424.22,78.56,23.57,785.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,40,D,HR477DSF0400,KEJTQT,458.4,224.5,233.9,256.3,81.1,175.2,74,LOT,59.29,118.58,291.06,53.9,16.17,539,47.43,94.86,232.85,43.12,12.94,431.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,40,D,HR477DSF0400,DUWVAW,550.9,333.8,217.1,154.4,96.1,58.3,22,LOT,47.52,95.04,233.28,43.2,12.96,432,38.02,76.03,186.62,34.56,10.37,345.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,40,D,HR477DSF0400,KFVCYQE,800.7,382.8,417.9,473.1,85.3,387.8,56,LOT,38.39,76.78,188.46,34.9,10.47,349,30.71,61.42,150.77,27.92,8.38,279.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R477D,40,D,HR477DSF0400,GDHWM,467.9,259.6,208.3,359.9,174.1,185.8,100,M,48.51,97.02,238.14,44.1,13.23,441,38.81,77.62,190.51,35.28,10.58,352.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R470U,30,D,HR470USF0300,KFVCYQE,602.2,412.4,189.8,718.6,341.0,377.6,19,M,102.74,205.48,504.36,93.4,28.02,934,82.19,164.38,403.49,74.72,22.42,747.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R470U,30,D,HR470USF0300,DUWVAW,243.5,91.1,152.4,230.5,119.4,111.1,84,EA,96.47,192.94,473.58,87.7,26.31,877,77.18,154.35,378.86,70.16,21.05,701.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R470U,30,D,HR470USF0300,GDHWM,480.0,120.9,359.1,599.4,247.6,351.8,75,LOT,96.58,193.16,474.12,87.8,26.34,878,77.26,154.53,379.3,70.24,21.07,702.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R470U,30,D,HR470USF0300,ZPGEO,725.3,322.5,402.8,751.8,307.2,444.6,81,TON,47.3,94.6,232.2,43.0,12.9,430,37.84,75.68,185.76,34.4,10.32,344.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R470U,40,D,HR470USF0400,ZPGEO,671.1,302.6,368.5,477.4,286.6,190.8,40,LOT,19.25,38.5,94.5,17.5,5.25,175,15.4,30.8,75.6,14.0,4.2,140.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R470U,40,D,HR470USF0400,DUWVAW,303.6,230.8,72.8,463.4,382.7,80.7,12,LOT,108.24,216.48,531.36,98.4,29.52,984,86.59,173.18,425.09,78.72,23.62,787.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R470U,40,D,HR470USF0400,KEJTQT,506.8,235.1,271.7,775.1,366.7,408.4,74,M,61.6,123.2,302.4,56.0,16.8,560,49.28,98.56,241.92,44.8,13.44,448.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R470U,40,D,HR470USF0400,GDHWM,418.9,178.6,240.3,185.0,110.3,74.7,44,EA,22.55,45.1,110.7,20.5,6.15,205,18.04,36.08,88.56,16.4,4.92,164.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,30,D,HR478ISF0300,KEJTQT,553.5,259.6,293.9,612.8,195.6,417.2,53,TON,54.56,109.12,267.84,49.6,14.88,496,43.65,87.3,214.27,39.68,11.9,396.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,30,D,HR478ISF0300,DUWVAW,392.5,321.6,70.9,486.3,302.4,183.9,13,LOT,48.07,96.14,235.98,43.7,13.11,437,38.46,76.91,188.78,34.96,10.49,349.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,30,D,HR478ISF0300,ZPGEO,503.2,163.7,339.5,725.1,312.6,412.5,20,TON,109.34,218.68,536.76,99.4,29.82,994,87.47,174.94,429.41,79.52,23.86,795.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,30,D,HR478ISF0300,KFVCYQE,398.0,82.6,315.4,590.8,416.7,174.1,90,LOT,84.81,169.62,416.34,77.1,23.13,771,67.85,135.7,333.07,61.68,18.5,616.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,30,D,HR478ISF0300,GDHWM,435.1,101.6,333.5,357.5,83.9,273.6,43,M,83.38,166.76,409.32,75.8,22.74,758,66.7,133.41,327.46,60.64,18.19,606.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,40,D,HR478ISF0400,KFVCYQE,230.8,57.3,173.5,617.2,430.5,186.7,63,M,97.24,194.48,477.36,88.4,26.52,884,77.79,155.58,381.89,70.72,21.22,707.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,40,D,HR478ISF0400,DUWVAW,245.6,140.6,105.0,468.7,80.9,387.8,65,EA,22.33,44.66,109.62,20.3,6.09,203,17.86,35.73,87.7,16.24,4.87,162.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,40,D,HR478ISF0400,GDHWM,715.4,314.8,400.6,586.1,297.2,288.9,21,M,28.27,56.54,138.78,25.7,7.71,257,22.62,45.23,111.02,20.56,6.17,205.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,40,D,HR478ISF0400,KEJTQT,740.9,382.5,358.4,489.8,373.6,116.2,6,LOT,60.28,120.56,295.92,54.8,16.44,548,48.22,96.45,236.74,43.84,13.15,438.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R478I,40,D,HR478ISF0400,ZPGEO,533.5,195.7,337.8,732.0,437.8,294.2,96,LOT,95.7,191.4,469.8,87.0,26.1,870,76.56,153.12,375.84,69.6,20.88,696.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,50,D,HR47ACSF0500,KFVCYQE,539.2,411.6,127.6,599.5,321.3,278.2,60,TON,60.61,121.22,297.54,55.1,16.53,551,48.49,96.98,238.03,44.08,13.22,440.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,50,D,HR47ACSF0500,KEJTQT,612.4,361.2,251.2,332.3,217.5,114.8,78,M,33.44,66.88,164.16,30.4,9.12,304,26.75,53.5,131.33,24.32,7.3,243.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,50,D,HR47ACSF0500,ZPGEO,470.1,399.2,70.9,440.7,242.2,198.5,92,EA,22.55,45.1,110.7,20.5,6.15,205,18.04,36.08,88.56,16.4,4.92,164.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,50,D,HR47ACSF0500,GDHWM,519.2,164.0,355.2,571.2,159.1,412.1,56,EA,27.5,55.0,135.0,25.0,7.5,250,22.0,44.0,108.0,20.0,6.0,200.0,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,60,D,HR47ACSF0600,ZPGEO,322.1,71.3,250.8,592.1,144.3,447.8,29,EA,53.13,106.26,260.82,48.3,14.49,483,42.5,85.01,208.66,38.64,11.59,386.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,60,D,HR47ACSF0600,GDHWM,267.1,177.5,89.6,520.0,335.9,184.1,18,EA,27.39,54.78,134.46,24.9,7.47,249,21.91,43.82,107.57,19.92,5.98,199.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,60,D,HR47ACSF0600,DUWVAW,546.7,164.8,381.9,433.9,328.4,105.5,61,LOT,90.42,180.84,443.88,82.2,24.66,822,72.34,144.67,355.1,65.76,19.73,657.6,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,60,D,HR47ACSF0600,KEJTQT,708.4,296.1,412.3,193.9,57.6,136.3,71,LOT,27.83,55.66,136.62,25.3,7.59,253,22.26,44.53,109.3,20.24,6.07,202.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,70,D,HR47ACSF0700,GDHWM,287.0,69.1,217.9,600.4,367.6,232.8,64,EA,23.43,46.86,115.02,21.3,6.39,213,18.74,37.49,92.02,17.04,5.11,170.4,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,70,D,HR47ACSF0700,KEJTQT,582.8,302.8,280.0,503.9,337.4,166.5,79,TON,11.11,22.22,54.54,10.1,3.03,101,8.89,17.78,43.63,8.08,2.42,80.8,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,70,D,HR47ACSF0700,ZPGEO,362.8,146.2,216.6,399.9,315.7,84.2,9,EA,51.59,103.18,253.26,46.9,14.07,469,41.27,82.54,202.61,37.52,11.26,375.2,SN1409_R47AC_dummy.xlsx
SN1409,R47AC,R47AC,70,D,HR47ACSF0700,DUWVAW,444.3,206.2,238.1,746.7,304.3,442.4,96,EA,39.49,78.98,193.86,35.9,10.77,359,31.59,63.18,155.09,28.72,8.62,287.2,SN1409_R47AC_dummy.xlsx
SN1409,J02RC,J027C,30,D,HJ027CSF0300,XIIKV,565.7,195.3,370.4,752.9,321.8,431.1,78,LOT,27.06,54.12,132.84,24.6,7.38,246,21.65,43.3,106.27,19.68,5.9,196.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J027C,30,D,HJ027CSF0300,TDJIQVR,140.8,63.9,76.9,557.9,361.4,196.5,73,EA,54.12,108.24,265.68,49.2,14.76,492,43.3,86.59,212.54,39.36,11.81,393.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J027C,30,D,HJ027CSF0300,HULKLY,613.6,292.0,321.6,628.3,429.5,198.8,10,M,96.91,193.82,475.74,88.1,26.43,881,77.53,155.06,380.59,70.48,21.14,704.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J027C,30,D,HJ027CSF0300,ZMMYNU,471.0,261.8,209.2,459.6,309.8,149.8,4,M,23.76,47.52,116.64,21.6,6.48,216,19.01,38.02,93.31,17.28,5.18,172.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J027C,30,D,HJ027CSF0300,MEDSYAF,454.4,249.6,204.8,429.4,274.7,154.7,91,LOT,40.26,80.52,197.64,36.6,10.98,366,32.21,64.42,158.11,29.28,8.78,292.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J027C,40,D,HJ027CSF0400,HULKLY,490.2,99.1,391.1,640.3,230.8,409.5,12,TON,61.05,122.1,299.7,55.5,16.65,555,48.84,97.68,239.76,44.4,13.32,444.0,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J027C,40,D,HJ027CSF0400,XIIKV,650.9,317.1,333.8,436.1,270.0,166.1,21,M,44.77,89.54,219.78,40.7,12.21,407,35.82,71.63,175.82,32.56,9.77,325.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J027C,40,D,HJ027CSF0400,GTEJUW,621.0,367.5,253.5,228.9,98.5,130.4,31,LOT,26.62,53.24,130.68,24.2,7.26,242,21.3,42.59,104.54,19.36,5.81,193.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J027C,40,D,HJ027CSF0400,TDJIQVR,332.1,60.5,271.6,569.1,197.6,371.5,17,EA,73.04,146.08,358.56,66.4,19.92,664,58.43,116.86,286.85,53.12,15.94,531.2,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,30,D,HJ026VSF0300,XIIKV,428.1,214.3,213.8,380.1,280.0,100.1,83,EA,46.64,93.28,228.96,42.4,12.72,424,37.31,74.62,183.17,33.92,10.18,339.2,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,30,D,HJ026VSF0300,GTEJUW,552.0,230.0,322.0,589.0,187.8,401.2,71,M,98.78,197.56,484.92,89.8,26.94,898,79.02,158.05,387.94,71.84,21.55,718.4,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,30,D,HJ026VSF0300,HULKLY,458.7,357.1,101.6,648.4,251.1,397.3,16,M,104.61,209.22,513.54,95.1,28.53,951,83.69,167.38,410.83,76.08,22.82,760.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,30,D,HJ026VSF0300,ZMMYNU,286.4,171.6,114.8,564.1,423.9,140.2,37,EA,69.41,138.82,340.74,63.1,18.93,631,55.53,111.06,272.59,50.48,15.14,504.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,40,D,HJ026VSF0400,MEDSYAF,383.2,295.8,87.4,593.1,306.4,286.7,20,M,76.34,152.68,374.76,69.4,20.82,694,61.07,122.14,299.81,55.52,16.66,555.2,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,40,D,HJ026VSF0400,HULKLY,651.8,313.5,338.3,679.1,292.1,387.0,6,EA,74.47,148.94,365.58,67.7,20.31,677,59.58,119.15,292.46,54.16,16.25,541.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,40,D,HJ026VSF0400,XIIKV,511.9,82.5,429.4,514.3,358.4,155.9,99,LOT,34.65,69.3,170.1,31.5,9.45,315,27.72,55.44,136.08,25.2,7.56,252.0,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,40,D,HJ026VSF0400,TDJIQVR,359.3,297.2,62.1,673.8,405.6,268.2,39,LOT,83.27,166.54,408.78,75.7,22.71,757,66.62,133.23,327.02,60.56,18.17,605.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J026V,40,D,HJ026VSF0400,ZMMYNU,520.9,148.0,372.9,443.8,212.4,231.4,8,M,88.55,177.1,434.7,80.5,24.15,805,70.84,141.68,347.76,64.4,19.32,644.0,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,30,D,HJ025ISF0300,GTEJUW,467.7,292.7,175.0,681.0,337.3,343.7,45,LOT,107.91,215.82,529.74,98.1,29.43,981,86.33,172.66,423.79,78.48,23.54,784.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,30,D,HJ025ISF0300,ZMMYNU,300.5,102.3,198.2,452.3,274.7,177.6,16,TON,63.47,126.94,311.58,57.7,17.31,577,50.78,101.55,249.26,46.16,13.85,461.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,30,D,HJ025ISF0300,HULKLY,336.2,229.8,106.4,498.4,70.2,428.2,79,LOT,108.24,216.48,531.36,98.4,29.52,984,86.59,173.18,425.09,78.72,23.62,787.2,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,30,D,HJ025ISF0300,TDJIQVR,545.4,149.3,396.1,294.9,113.9,181.0,93,TON,76.01,152.02,373.14,69.1,20.73,691,60.81,121.62,298.51,55.28,16.58,552.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,30,D,HJ025ISF0300,MEDSYAF,239.6,125.9,113.7,685.1,448.4,236.7,40,LOT,110.0,220.0,540.0,100.0,30.0,1000,88.0,176.0,432.0,80.0,24.0,800.0,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,40,D,HJ025ISF0400,TDJIQVR,327.3,136.1,191.2,318.2,70.2,248.0,84,LOT,105.93,211.86,520.02,96.3,28.89,963,84.74,169.49,416.02,77.04,23.11,770.4,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,40,D,HJ025ISF0400,GTEJUW,217.6,164.3,53.3,196.6,93.0,103.6,94,TON,40.7,81.4,199.8,37.0,11.1,370,32.56,65.12,159.84,29.6,8.88,296.0,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,40,D,HJ025ISF0400,HULKLY,551.9,355.5,196.4,488.3,210.2,278.1,47,TON,32.89,65.78,161.46,29.9,8.97,299,26.31,52.62,129.17,23.92,7.18,239.2,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J025I,40,D,HJ025ISF0400,ZMMYNU,331.1,79.4,251.7,517.7,355.8,161.9,88,EA,81.18,162.36,398.52,73.8,22.14,738,64.94,129.89,318.82,59.04,17.71,590.4,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,30,D,HJ020RSF0300,TDJIQVR,469.3,273.1,196.2,398.7,107.7,291.0,65,EA,56.21,112.42,275.94,51.1,15.33,511,44.97,89.94,220.75,40.88,12.26,408.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,30,D,HJ020RSF0300,GTEJUW,172.9,68.1,104.8,422.7,183.2,239.5,20,M,62.37,124.74,306.18,56.7,17.01,567,49.9,99.79,244.94,45.36,13.61,453.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,30,D,HJ020RSF0300,XIIKV,476.4,181.2,295.2,561.2,115.0,446.2,39,TON,94.27,188.54,462.78,85.7,25.71,857,75.42,150.83,370.22,68.56,20.57,685.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,30,D,HJ020RSF0300,MEDSYAF,506.8,252.9,253.9,521.1,245.9,275.2,3,TON,64.46,128.92,316.44,58.6,17.58,586,51.57,103.14,253.15,46.88,14.06,468.8,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,40,D,HJ020RSF0400,ZMMYNU,708.8,368.7,340.1,385.9,325.2,60.7,34,M,64.35,128.7,315.9,58.5,17.55,585,51.48,102.96,252.72,46.8,14.04,468.0,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,40,D,HJ020RSF0400,TDJIQVR,622.0,338.6,283.4,419.8,118.2,301.6,100,LOT,80.74,161.48,396.36,73.4,22.02,734,64.59,129.18,317.09,58.72,17.62,587.2,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,40,D,HJ020RSF0400,GTEJUW,431.4,109.1,322.3,491.9,62.6,429.3,25,EA,23.32,46.64,114.48,21.2,6.36,212,18.66,37.31,91.58,16.96,5.09,169.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,40,D,HJ020RSF0400,XIIKV,443.9,226.4,217.5,346.8,215.2,131.6,100,LOT,67.43,134.86,331.02,61.3,18.39,613,53.94,107.89,264.82,49.04,14.71,490.4,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J020R,40,D,HJ020RSF0400,MEDSYAF,743.4,399.1,344.3,180.1,74.9,105.2,72,TON,34.32,68.64,168.48,31.2,9.36,312,27.46,54.91,134.78,24.96,7.49,249.6,SN1409_J02RC_dummy.xlsx
SN1409,J02RC,J023P,30,D,HJ023PSF0300,GTEJUW,601.7,414.8,186.9,550.5,191.7,358.8,88,TON,92.18,184.36,452.52,83.8,25.14,838,73.74,147.49,362.02,67.04,20.11,670.4,SN1409_J02RC_dummy.xlsx
